ride_id,distance_km,duration_min,booking_time,hours,day_of_week,months,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level,available_drivers,area_demand,vehicle_types,user_rating,user_previous_rides,base_price,constrained_price
R006322,6.6,37.0,2025-03-08 01:02:44.337967,1,5,3,21.069630332351927,105.78956145458994,21.028700360133556,105.79621669405842,sunny,5,27,66,motorbike,5.0,21,66000.0,65000.0
R006323,2.8,14.0,2025-03-06 17:16:50.337967,17,3,3,21.0403532902954,105.80943787621224,21.037406425213373,105.76694726528898,rainy,9,22,54,motorbike,4.7,11,28000.0,47000.0
R006324,6.8,34.0,2025-02-18 19:14:24.337967,19,1,2,21.008162201053196,105.8051731913851,21.079680807036645,105.78803834545936,heavy_rain,7,17,29,4_seater_car,3.6,64,136000.0,242000.0
R006325,4.8,29.0,2025-02-22 05:43:22.337967,5,5,2,21.07054215170238,105.76149520259395,21.054790487386242,105.79290140366867,rainy,5,17,64,4_seater_car,4.9,8,96000.0,136000.0
R006326,7.9,34.0,2025-02-16 21:38:52.337967,21,6,2,21.064100914724094,105.77350354305523,20.993107365769674,105.82363565726463,heavy_rain,4,26,34,motorbike,3.4,95,79000.0,113000.0
R006327,4.5,21.0,2025-02-16 17:11:26.337967,17,6,2,21.005307068309776,105.79900273931801,21.00314222649501,105.81574882099173,sunny,8,26,42,motorbike,4.5,0,45000.0,58000.0
R006328,6.0,27.0,2025-03-06 17:29:13.337967,17,3,3,21.03386817430095,105.80437917272803,21.050535543582686,105.75420983858045,sunny,7,14,52,motorbike,4.3,1,60000.0,88000.0
R006329,5.6,26.0,2025-02-24 14:07:52.337967,14,0,2,20.983533759142595,105.76019456845343,21.024750250124363,105.78434088885395,sunny,6,21,56,7_seater_car,4.1,21,168000.0,170000.0
R006330,3.4,16.0,2025-02-21 18:12:38.337967,18,4,2,21.00688578523256,105.83827291073776,21.0686517232634,105.77338158497817,rainy,7,22,64,motorbike,3.4,20,34000.0,56000.0
R006331,2.9,14.0,2025-02-10 08:16:36.337967,8,0,2,21.06211775408159,105.8002648220193,21.062609304110527,105.78077965784607,sunny,9,18,27,4_seater_car,4.4,15,58000.0,77000.0
R006332,6.7,29.0,2025-02-14 07:11:17.337967,7,4,2,21.02423638318453,105.76964613337739,21.074774133896867,105.78351133283056,sunny,9,19,59,4_seater_car,4.4,4,134000.0,197000.0
R006333,2.9,14.0,2025-02-11 05:11:52.337967,5,1,2,21.01849815206317,105.81445824206845,20.994761301689394,105.75436825947516,sunny,3,24,26,4_seater_car,4.0,1,58000.0,58000.0
R006334,3.8,17.0,2025-03-11 07:01:37.337967,7,1,3,21.026960049444153,105.7905911725116,21.06227492904821,105.75475624780434,rainy,9,15,55,motorbike,4.5,1,38000.0,70000.0
R006335,3.7,20.0,2025-02-12 03:29:44.337967,3,2,2,20.985719424978154,105.82128448315991,21.04675074002636,105.77835155752446,sunny,5,22,49,7_seater_car,4.2,29,111000.0,108000.0
R006336,5.4,28.0,2025-02-23 15:09:37.337967,15,6,2,21.0163817695734,105.76844120813212,20.987466929156575,105.78349755233846,sunny,5,18,17,motorbike,4.6,42,54000.0,51000.0
R006337,6.3,31.0,2025-02-17 09:20:48.337967,9,0,2,21.013353738278745,105.84722955684127,21.006617772327363,105.83931745963075,sunny,6,19,85,motorbike,4.6,34,63000.0,93000.0
R006338,2.1,10.0,2025-02-23 18:41:07.337967,18,6,2,20.98919539835595,105.75003410199257,21.05185946790196,105.79192937011395,sunny,7,25,22,4_seater_car,4.6,3,42000.0,52000.0
R006339,3.1,15.0,2025-03-11 12:07:58.337967,12,1,3,21.00034795818651,105.77295866682712,20.984538092770034,105.80417517822443,sunny,4,25,52,7_seater_car,5.0,30,93000.0,89000.0
R006340,3.0,15.0,2025-02-28 09:04:49.337967,9,4,2,21.023017733330576,105.83810932845647,20.984726908192624,105.84994563968935,sunny,7,16,48,4_seater_car,3.5,78,60000.0,78000.0
R006341,4.0,19.0,2025-03-03 20:48:58.337967,20,0,3,20.98208462397279,105.78199304463811,21.03985338240532,105.79588018655217,sunny,4,20,46,motorbike,4.2,19,40000.0,41000.0
R006342,1.7,7.0,2025-02-15 18:52:38.337967,18,5,2,20.98774007244355,105.84376388666111,21.068492959490555,105.77346553441777,rainy,8,25,25,luxury_car,4.1,9,102000.0,158000.0
R006343,7.9,41.0,2025-02-20 17:21:10.337967,17,3,2,20.980148137164804,105.75736530394188,21.06301747271133,105.79227246571384,rainy,8,15,60,motorbike,4.5,1,79000.0,146000.0
R006344,4.6,23.0,2025-03-07 05:51:14.337967,5,4,3,20.988008776658777,105.77964760413266,21.053124555265505,105.80026571536963,heavy_rain,3,18,85,motorbike,5.0,7,46000.0,88000.0
R006345,4.2,21.0,2025-02-13 00:53:59.337967,0,3,2,21.030020557995897,105.77923230894584,21.05142921202113,105.78253180626301,sunny,5,26,48,motorbike,5.0,17,42000.0,42000.0
R006346,6.5,29.0,2025-03-04 07:40:58.337967,7,1,3,21.034050971488654,105.82143840536594,21.040953815595927,105.77607817391659,sunny,7,18,57,motorbike,4.1,10,65000.0,91000.0
R006347,5.8,31.0,2025-02-18 17:26:17.337967,17,1,2,21.03578887307972,105.78642529413891,20.984309444658894,105.76843903326849,sunny,8,12,51,motorbike,4.6,14,58000.0,91000.0
R006348,5.8,31.0,2025-02-19 19:04:21.337967,19,2,2,21.050577856009557,105.79956947711842,21.00356644658163,105.75519539540556,rainy,8,21,66,4_seater_car,5.0,23,116000.0,190000.0
R006349,4.4,22.0,2025-03-06 09:59:39.337967,9,3,3,21.02374485749025,105.78208899798453,21.017619195913397,105.77811917302157,sunny,8,19,67,motorbike,3.8,11,44000.0,65000.0
R006350,4.7,22.0,2025-02-25 17:12:38.337967,17,1,2,21.077787400287903,105.83117617185681,21.011395291476806,105.80372625070105,rainy,6,23,32,motorbike,3.4,4,47000.0,70000.0
R006351,6.8,31.0,2025-03-01 19:54:45.337967,19,5,3,21.06766744951063,105.79767823778405,20.996987589290995,105.79184568427496,rainy,8,21,38,4_seater_car,4.7,1,136000.0,210000.0
R006352,5.8,27.0,2025-02-13 18:21:11.337967,18,3,2,21.049961022639167,105.76263673213694,21.013534839000254,105.83236847108144,rainy,8,22,40,4_seater_car,4.8,10,116000.0,179000.0
R006353,10.6,49.0,2025-02-27 02:19:39.337967,2,3,2,21.026007580378916,105.7982651649553,21.017116973337483,105.81666867163655,sunny,5,17,51,7_seater_car,4.2,42,318000.0,332000.0
R006354,4.8,22.0,2025-02-21 16:37:18.337967,16,4,2,21.008649168145062,105.75579414887919,21.0707484698554,105.76175422405477,sunny,5,24,64,motorbike,5.0,22,48000.0,49000.0
R006355,6.2,31.0,2025-02-24 19:36:39.337967,19,0,2,21.04284452765933,105.75754473105091,21.008271628242746,105.79278811294235,rainy,7,29,16,motorbike,5.0,5,62000.0,93000.0
R006356,4.2,22.0,2025-02-15 17:07:08.337967,17,5,2,20.982342684686262,105.84672262577374,21.001035388805306,105.8492496119074,sunny,4,14,59,motorbike,4.5,13,42000.0,64000.0
R006357,5.3,30.0,2025-02-17 10:59:13.337967,10,0,2,21.001390442325917,105.82010529171129,21.02956337121078,105.77876878346285,sunny,4,16,73,motorbike,4.6,4,53000.0,67000.0
R006358,5.4,24.0,2025-03-04 07:46:43.337967,7,1,3,20.988037997092132,105.84709228169116,21.041423206749542,105.82694249992967,sunny,6,23,47,motorbike,4.0,2,54000.0,68000.0
R006359,3.6,16.0,2025-02-13 01:13:59.337967,1,3,2,20.99942360471941,105.81070317459317,21.04768519220706,105.79442997422424,rainy,4,20,48,7_seater_car,4.9,30,108000.0,128000.0
R006360,3.2,17.0,2025-02-22 00:17:06.337967,0,5,2,21.013231862588345,105.81799088070555,21.07630036416065,105.81221129080693,heavy_rain,4,16,64,motorbike,4.6,11,32000.0,58000.0
R006361,6.2,27.0,2025-02-23 09:00:58.337967,9,6,2,21.04224519873804,105.78250148541318,21.000253562989627,105.83802968963558,sunny,5,13,64,7_seater_car,5.0,1,186000.0,300000.0
R006362,5.6,24.0,2025-02-13 04:57:35.337967,4,3,2,20.985559050851517,105.81780162154018,21.03861810082803,105.8197519607107,rainy,5,34,44,4_seater_car,4.0,34,112000.0,128000.0
R006363,9.3,41.0,2025-03-03 15:52:42.337967,15,0,3,21.018887051847223,105.79029824001174,21.077267921899804,105.83600978322524,rainy,3,12,56,motorbike,4.6,55,93000.0,127000.0
R006364,4.5,21.0,2025-03-11 04:08:18.337967,4,1,3,21.003029481908072,105.79551115269155,21.073824171691992,105.75993195529423,sunny,4,14,2,motorbike,4.9,8,45000.0,45000.0
R006365,2.7,15.0,2025-02-28 18:45:22.337967,18,4,2,21.075422610320203,105.84708147395754,20.98864669871292,105.7752550086604,sunny,8,21,58,motorbike,5.0,13,27000.0,37000.0
R006366,4.5,21.0,2025-03-10 19:58:56.337967,19,0,3,20.982030785961285,105.83899631564533,20.99327932480164,105.7787419194637,heavy_rain,8,13,53,motorbike,4.3,28,45000.0,100000.0
R006367,6.6,33.0,2025-03-03 23:21:32.337967,23,0,3,21.07277752723262,105.78846136458498,21.01866505482658,105.78205598028819,sunny,5,20,74,4_seater_car,4.3,0,132000.0,154000.0
R006368,1.6,7.0,2025-03-10 15:24:05.337967,15,0,3,21.071610752716392,105.84862797955712,21.066312035554024,105.77385083467671,sunny,4,13,74,motorbike,4.7,49,16000.0,21000.0
R006369,4.5,24.0,2025-02-27 08:49:39.337967,8,3,2,21.06228777539478,105.75066146110203,21.043601595769687,105.79846847326638,heavy_rain,6,17,50,motorbike,5.0,125,45000.0,83000.0
R006370,6.3,33.0,2025-03-06 08:43:37.337967,8,3,3,21.006392607096018,105.84542460105241,21.070280821497565,105.79013957573724,sunny,6,17,73,4_seater_car,4.3,14,126000.0,194000.0
R006371,5.0,23.0,2025-02-16 22:52:42.337967,22,6,2,21.06581248144763,105.76517612914694,21.05283011433282,105.77725152936966,rainy,4,16,38,4_seater_car,4.2,15,100000.0,125000.0
R006372,3.7,17.0,2025-02-17 18:13:00.337967,18,0,2,21.01042451092361,105.78784575085606,20.989812148443143,105.82201143993957,sunny,7,19,53,7_seater_car,5.0,14,111000.0,150000.0
R006373,2.5,13.0,2025-03-03 09:14:11.337967,9,0,3,21.07802685570641,105.78811091662682,20.98065930311753,105.78891391205443,rainy,10,15,72,motorbike,4.5,34,25000.0,50000.0
R006374,4.5,21.0,2025-03-09 12:00:15.337967,12,6,3,20.98256716349873,105.80867999602803,21.052322376075814,105.78048970249772,rainy,4,23,53,motorbike,3.8,14,45000.0,56000.0
R006375,2.4,11.0,2025-02-15 08:51:24.337967,8,5,2,20.9978631476135,105.7539002176305,21.06747861841618,105.80039585103498,sunny,7,13,62,motorbike,4.5,21,24000.0,36000.0
R006376,6.3,29.0,2025-02-20 03:04:14.337967,3,3,2,20.98662852082202,105.78386936647117,21.02368479503457,105.78939567856544,rainy,3,22,50,motorbike,4.4,21,63000.0,74000.0
R006377,4.6,23.0,2025-02-11 23:49:38.337967,23,1,2,21.066391419797196,105.7917508721588,21.00789834559612,105.79241723202216,sunny,4,23,40,7_seater_car,5.0,15,138000.0,138000.0
R006378,9.5,49.0,2025-02-10 20:07:41.337967,20,0,2,21.017137172946974,105.75770449726699,21.078915578117524,105.79605169012949,sunny,5,23,46,motorbike,4.1,52,95000.0,90000.0
R006379,1.7,8.0,2025-02-16 08:12:46.337967,8,6,2,20.9997459143479,105.79692515528251,21.033340729607968,105.78996257885248,rainy,7,24,45,motorbike,4.7,38,17000.0,24000.0
R006380,3.8,19.0,2025-02-14 15:58:46.337967,15,4,2,21.014403008014728,105.82035382963531,21.047195759541573,105.78117463814887,rainy,5,12,42,7_seater_car,4.6,1,114000.0,157000.0
R006381,6.5,30.0,2025-03-08 17:49:39.337967,17,5,3,21.035368434675547,105.76369789062747,21.02866148748146,105.79985847694961,rainy,7,12,73,motorbike,4.6,10,65000.0,137000.0
R006382,7.9,38.0,2025-02-19 09:50:01.337967,9,2,2,20.99907376199559,105.76901289102622,20.994078298614934,105.83655341578805,heavy_rain,8,10,40,motorbike,5.0,17,79000.0,183000.0
R006383,6.6,30.0,2025-02-11 15:37:27.337967,15,1,2,21.053630669857814,105.76994823336831,21.063734009202424,105.78140897866659,heavy_rain,3,22,31,motorbike,5.0,30,66000.0,94000.0
R006384,2.8,13.0,2025-02-18 15:32:17.337967,15,1,2,21.01449497367724,105.75624629133642,21.05256633503026,105.77256732018962,rainy,3,15,78,7_seater_car,4.9,8,84000.0,133000.0
R006385,3.5,20.0,2025-03-02 18:37:21.337967,18,6,3,21.0251840795401,105.76478286726953,21.05775238685222,105.79890550921426,heavy_rain,9,16,51,7_seater_car,4.4,19,105000.0,233000.0
R006386,1.5,7.0,2025-03-08 19:17:35.337967,19,5,3,21.0739230001421,105.77246675313457,20.984774346828875,105.78379192360363,sunny,6,22,71,motorbike,4.6,11,15000.0,21000.0
R006387,4.6,21.0,2025-02-13 18:46:19.337967,18,3,2,20.995746390448044,105.81021519359271,20.99770556160685,105.8322103118106,rainy,7,22,75,4_seater_car,4.9,2,92000.0,157000.0
R006388,8.0,36.0,2025-03-10 05:59:33.337967,5,0,3,20.989423844777036,105.7654623589491,21.021191278700073,105.77104630679395,rainy,4,8,52,luxury_car,4.6,105,480000.0,752000.0
R006389,4.5,18.0,2025-03-04 07:07:32.337967,7,1,3,21.03527348988237,105.82361559307898,21.05082367497907,105.76521831212679,sunny,7,18,67,motorbike,4.7,22,45000.0,63000.0
R006390,6.0,36.0,2025-03-03 22:17:42.337967,22,0,3,21.065280279587622,105.7752428782154,20.993625664647965,105.79216525338859,heavy_rain,3,17,43,4_seater_car,3.8,6,120000.0,190000.0
R006391,5.9,36.0,2025-03-08 04:40:13.337967,4,5,3,20.983837943283206,105.76646820531641,21.038697300850778,105.75099622914718,sunny,5,21,33,motorbike,5.0,21,59000.0,56000.0
R006392,3.8,19.0,2025-03-09 09:40:24.337967,9,6,3,21.024723881876643,105.82795256869778,21.006327410858326,105.83344376392104,sunny,9,18,57,4_seater_car,5.0,6,76000.0,112000.0
R006393,1.3,6.0,2025-02-15 19:18:57.337967,19,5,2,21.044888925660082,105.78452129011306,21.014746697853216,105.83402685784641,sunny,8,17,83,motorbike,4.8,25,13000.0,20000.0
R006394,8.8,58.0,2025-02-21 07:07:58.337967,7,4,2,20.99789118265625,105.83574457067036,21.00789801050454,105.83057273345725,rainy,6,26,27,4_seater_car,4.6,5,176000.0,264000.0
R006395,5.6,24.0,2025-03-09 09:29:41.337967,9,6,3,21.050469659956427,105.78950153342223,20.98694015117432,105.78788027030834,sunny,8,20,62,4_seater_car,5.0,69,112000.0,144000.0
R006396,2.4,12.0,2025-03-07 06:26:31.337967,6,4,3,20.994502183091107,105.78758813751503,20.998460805456787,105.84869067985491,rainy,5,17,43,4_seater_car,4.0,15,48000.0,61000.0
R006397,5.4,22.0,2025-03-02 14:52:03.337967,14,6,3,21.033565415780924,105.7519908637049,21.020705149370436,105.81836581849122,rainy,4,18,23,7_seater_car,5.0,32,162000.0,185000.0
R006398,5.0,20.0,2025-02-21 18:47:54.337967,18,4,2,21.070501256503974,105.83641137959316,21.039514123335184,105.82739201551723,rainy,7,9,51,motorbike,4.2,24,50000.0,97000.0
R006399,8.6,42.0,2025-02-18 19:18:38.337967,19,1,2,21.0652870632383,105.8017314383951,21.00627776620268,105.8078899653515,rainy,7,9,45,motorbike,5.0,40,86000.0,159000.0
R006400,5.7,28.0,2025-02-13 17:45:57.337967,17,3,2,21.05793885178177,105.78102721058038,21.03913113275438,105.81984429170919,sunny,9,16,42,motorbike,3.7,36,57000.0,76000.0
R006401,5.7,28.0,2025-02-11 03:48:10.337967,3,1,2,21.04955628521701,105.76668371089926,21.016211923581352,105.81672809713639,sunny,3,21,49,motorbike,5.0,1,57000.0,59000.0
R006402,5.0,28.0,2025-02-12 22:53:36.337967,22,2,2,21.00858467937698,105.8041408739038,21.037637129523752,105.81634379450055,rainy,5,25,49,motorbike,4.8,7,50000.0,60000.0
R006403,3.0,14.0,2025-03-03 14:19:04.337967,14,0,3,21.027744617112152,105.77867021805746,21.076636488982977,105.81658922183395,rainy,7,14,15,motorbike,4.2,16,30000.0,36000.0
R006404,6.3,33.0,2025-03-04 15:28:25.337967,15,1,3,20.997896225368855,105.78833973739954,21.02682491561454,105.81576043473639,rainy,5,22,76,luxury_car,4.0,35,378000.0,494000.0
R006405,4.4,20.0,2025-03-04 09:23:42.337967,9,1,3,21.001962084346495,105.77738408129554,20.98592949525383,105.83758175617983,sunny,7,26,75,4_seater_car,5.0,41,88000.0,114000.0
R006406,2.8,15.0,2025-03-06 19:58:54.337967,19,3,3,21.075720570737435,105.82270789244419,21.02711299319982,105.8189231339833,sunny,7,25,77,motorbike,5.0,10,28000.0,39000.0
R006407,3.2,18.0,2025-02-21 09:17:37.337967,9,4,2,21.070250535823607,105.8392269069327,20.9957725465414,105.82472532631522,heavy_rain,9,21,53,motorbike,4.6,27,32000.0,64000.0
R006408,2.5,12.0,2025-03-10 17:56:31.337967,17,0,3,20.991120078414923,105.8386866472994,21.054813198319287,105.80120523387015,rainy,6,11,55,7_seater_car,4.3,20,75000.0,146000.0
R006409,7.6,38.0,2025-02-24 18:28:21.337967,18,0,2,21.039434256264972,105.81641353300627,20.986875594134457,105.81639740510197,sunny,6,15,71,motorbike,5.0,49,76000.0,115000.0
R006410,12.1,54.0,2025-02-11 04:08:10.337967,4,1,2,20.983838433805197,105.78942907426091,21.002696991822443,105.76255100976405,rainy,4,24,76,4_seater_car,3.2,40,242000.0,308000.0
R006411,8.0,38.0,2025-03-06 07:42:36.337967,7,3,3,20.985484574954437,105.75304080203588,20.99830828996697,105.78568095270595,sunny,6,21,73,4_seater_car,5.0,5,160000.0,230000.0
R006412,5.4,28.0,2025-02-12 07:04:58.337967,7,2,2,21.00462278483301,105.77965883138008,21.026210523939312,105.77712808379563,sunny,9,21,53,motorbike,4.8,8,54000.0,75000.0
R006413,4.3,22.0,2025-02-27 16:47:56.337967,16,3,2,21.041236744511504,105.77065285954798,21.002628651097783,105.77540011018785,sunny,6,24,53,7_seater_car,5.0,6,129000.0,132000.0
R006414,3.9,16.0,2025-02-20 00:35:59.337967,0,3,2,21.04565171717319,105.78924801997992,21.016667549556427,105.82644515891899,rainy,3,18,65,motorbike,4.9,14,39000.0,54000.0
R006415,2.7,12.0,2025-02-11 20:24:15.337967,20,1,2,21.048857738955395,105.75164863371799,21.05102936003763,105.7634587071265,heavy_rain,5,17,44,4_seater_car,4.9,1,54000.0,86000.0
R006416,11.9,54.0,2025-03-03 06:44:17.337967,6,0,3,21.022148340622277,105.83556479786206,21.028176275446814,105.83233251097033,heavy_rain,4,40,55,luxury_car,4.3,8,714000.0,1071000.0
R006417,2.7,13.0,2025-02-27 23:16:12.337967,23,3,2,21.071013729140745,105.84886953921044,21.073576986416402,105.8396322364378,heavy_rain,3,21,32,4_seater_car,4.0,51,54000.0,77000.0
R006418,2.9,13.0,2025-03-08 14:24:38.337967,14,5,3,21.02583088938518,105.83149740589394,21.038473565684974,105.80161041884898,rainy,7,26,25,7_seater_car,3.7,29,87000.0,99000.0
R006419,4.1,17.0,2025-02-11 18:35:40.337967,18,1,2,21.00627569950182,105.75265976643044,21.077658782686235,105.78866451896937,sunny,9,18,46,7_seater_car,4.9,8,123000.0,172000.0
R006420,4.2,16.0,2025-03-11 14:05:43.337967,14,1,3,21.042152330294396,105.80111332844194,21.054546796254186,105.77381343208216,sunny,5,21,43,motorbike,3.9,11,42000.0,42000.0
R006421,6.1,37.0,2025-03-01 10:05:49.337967,10,5,3,21.003096783963894,105.79769102230995,20.982250429628134,105.81960517364362,rainy,3,18,43,7_seater_car,4.9,24,183000.0,217000.0
R006422,3.2,16.0,2025-03-10 09:12:43.337967,9,0,3,20.995055416306545,105.84175665061288,21.01663394505768,105.83662648708524,rainy,7,19,53,motorbike,4.5,53,32000.0,47000.0
R006423,1.7,7.0,2025-03-01 11:47:17.337967,11,5,3,21.036585828810924,105.818489884404,21.057106318853364,105.79688135215774,heavy_rain,5,12,58,motorbike,3.7,29,17000.0,31000.0
R006424,4.0,21.0,2025-02-11 02:13:42.337967,2,1,2,21.02141679696324,105.82059276824432,20.998958253052827,105.82516866869892,sunny,5,24,48,7_seater_car,4.1,78,120000.0,114000.0
R006425,4.1,23.0,2025-03-09 09:09:27.337967,9,6,3,21.014882902240323,105.78314059387783,21.008292140513156,105.8057739508215,sunny,7,35,60,4_seater_car,5.0,97,82000.0,92000.0
R006426,4.0,20.0,2025-03-03 08:25:02.337967,8,0,3,21.008717129762864,105.78899856164008,21.014468356753152,105.77103769886841,sunny,8,19,54,4_seater_car,4.9,4,80000.0,112000.0
R006427,3.9,20.0,2025-03-03 17:15:25.337967,17,0,3,21.069411492199126,105.7925973243028,21.028503537852504,105.81573952905379,rainy,7,9,62,motorbike,3.5,0,39000.0,87000.0
R006428,3.8,21.0,2025-02-13 19:04:05.337967,19,3,2,21.048768281167778,105.76293521063522,20.99567435307883,105.84328204453219,sunny,7,14,38,4_seater_car,4.4,36,76000.0,97000.0
R006429,2.3,12.0,2025-02-10 11:34:42.337967,11,0,2,21.01359021144146,105.80185206401735,21.00129512881881,105.81623808171229,heavy_rain,5,27,64,7_seater_car,4.4,44,69000.0,102000.0
R006430,9.3,48.0,2025-03-03 18:11:34.337967,18,0,3,21.02969372335778,105.81838580088946,21.044050883366044,105.79958069111717,sunny,6,11,60,4_seater_car,4.3,12,186000.0,313000.0
R006431,9.1,38.0,2025-02-25 19:30:15.337967,19,1,2,21.002634764141337,105.75071777955279,20.986728928251758,105.83880595066627,heavy_rain,7,20,40,luxury_car,3.3,1,546000.0,1024000.0
R006432,9.0,34.0,2025-02-25 13:35:36.337967,13,1,2,21.00251444460454,105.79235473416747,21.03181159439385,105.75034903685834,sunny,5,25,52,4_seater_car,4.8,3,180000.0,181000.0
R006433,2.5,13.0,2025-03-11 22:19:19.337967,22,1,3,21.025164367478016,105.82788363038767,20.9834822112838,105.76582835761864,sunny,2,22,38,motorbike,4.9,2,25000.0,25000.0
R006434,5.5,26.0,2025-02-16 17:52:33.337967,17,6,2,21.01536750052348,105.77389278163544,21.018869068947097,105.82143238324399,rainy,6,9,73,motorbike,4.0,3,55000.0,124000.0
R006435,3.6,17.0,2025-02-25 15:37:50.337967,15,1,2,20.99849093709568,105.83646326377229,21.07172784858911,105.78797177708344,heavy_rain,3,17,23,4_seater_car,2.9,1,72000.0,108000.0
R006436,3.5,19.0,2025-03-04 05:01:31.337967,5,1,3,21.017135938934086,105.81263958939036,20.993666945412123,105.80691214328856,sunny,3,25,40,motorbike,4.5,2,35000.0,35000.0
R006437,2.8,12.0,2025-03-10 14:39:25.337967,14,0,3,20.995402625156,105.81422271217279,21.066227655158468,105.75004744192384,rainy,4,15,61,motorbike,5.0,24,28000.0,39000.0
R006438,16.2,77.0,2025-03-09 13:23:09.337967,13,6,3,21.01506125464622,105.81856939249708,21.022715872368266,105.79682593181379,sunny,2,22,57,motorbike,4.4,0,162000.0,172000.0
R006439,4.0,19.0,2025-03-09 10:45:29.337967,10,6,3,21.041968674281197,105.80233161306599,21.015527721617588,105.79226516016688,heavy_rain,4,15,66,4_seater_car,4.0,39,80000.0,141000.0
R006440,2.8,14.0,2025-02-22 04:56:17.337967,4,5,2,21.03294514095873,105.8382032326976,21.079644208960424,105.76906852648288,sunny,6,23,30,motorbike,5.0,35,28000.0,27000.0
R006441,4.8,24.0,2025-02-14 09:14:42.337967,9,4,2,21.068125151511108,105.79563827497361,21.02978334210521,105.77002400902602,sunny,5,19,37,7_seater_car,5.0,19,144000.0,180000.0
R006442,6.6,33.0,2025-02-24 13:51:02.337967,13,0,2,21.006822601106496,105.75968172937009,21.074219172463597,105.79139490089719,sunny,4,21,65,7_seater_car,4.2,49,198000.0,209000.0
R006443,4.2,19.0,2025-03-04 20:44:04.337967,20,1,3,21.004792687957554,105.84194874358491,21.03766109010315,105.81253784565743,sunny,4,16,64,4_seater_car,4.8,1,84000.0,101000.0
R006444,5.1,24.0,2025-02-24 07:26:11.337967,7,0,2,21.048191436281932,105.80386090457307,21.06529414482519,105.78997646220365,sunny,7,13,40,4_seater_car,4.5,5,102000.0,141000.0
R006445,7.4,37.0,2025-02-27 15:13:13.337967,15,3,2,21.03450115602586,105.81137918939386,21.040891896962766,105.76125684354339,sunny,6,8,80,motorbike,4.6,13,74000.0,111000.0
R006446,2.8,13.0,2025-02-18 16:46:38.337967,16,1,2,21.036671039434875,105.76043570890332,21.024877013995688,105.80108623047131,rainy,4,16,50,motorbike,4.4,2,28000.0,37000.0
R006447,4.9,22.0,2025-02-15 05:00:43.337967,5,5,2,21.036351412778767,105.75528171336822,20.990192120905846,105.82527986011692,rainy,5,17,44,motorbike,4.0,19,49000.0,62000.0
R006448,3.3,18.0,2025-02-19 19:46:23.337967,19,2,2,21.01074114027546,105.7570212622908,21.040312315853743,105.8173845819805,sunny,9,20,32,motorbike,3.9,35,33000.0,42000.0
R006449,3.0,13.0,2025-02-17 19:17:45.337967,19,0,2,21.063654445871567,105.79482838270235,21.066669663199846,105.79299764089623,heavy_rain,5,9,61,7_seater_car,4.0,37,90000.0,237000.0
R006450,10.8,50.0,2025-02-28 00:33:38.337967,0,4,2,21.029454990593404,105.83633506657796,21.036152102515608,105.78012786569295,heavy_rain,6,28,55,motorbike,4.4,7,108000.0,162000.0
R006451,4.3,24.0,2025-02-17 05:06:17.337967,5,0,2,21.07564005780063,105.79983152196468,21.07173739221527,105.76876525897602,heavy_rain,3,16,45,motorbike,4.9,3,43000.0,70000.0
R006452,2.6,12.0,2025-03-03 13:49:18.337967,13,0,3,21.008808436094686,105.77456916031763,21.006370025447158,105.79798338240737,rainy,5,17,42,motorbike,5.0,30,26000.0,31000.0
R006453,4.2,21.0,2025-03-09 13:43:01.337967,13,6,3,20.989817732984793,105.8268779007258,21.00047809737316,105.84314615005717,sunny,2,22,41,motorbike,4.6,8,42000.0,42000.0
R006454,2.4,12.0,2025-03-02 02:35:59.337967,2,6,3,20.98070953136192,105.81270189440245,21.001353676897214,105.8381461782718,sunny,3,18,27,4_seater_car,4.1,21,48000.0,46000.0
R006455,4.0,19.0,2025-02-13 10:42:10.337967,10,3,2,21.002994188754283,105.84280759356747,21.0468838147524,105.78406046319326,sunny,3,22,65,motorbike,4.3,1,40000.0,44000.0
R006456,3.2,15.0,2025-03-09 01:48:59.337967,1,6,3,20.985683124655925,105.78597340638657,21.066680293975455,105.75461416933835,rainy,2,16,69,4_seater_car,5.0,13,64000.0,95000.0
R006457,5.8,25.0,2025-03-11 08:57:52.337967,8,1,3,20.984534899313914,105.75885044563805,21.008389050773612,105.83256855896347,rainy,8,14,15,4_seater_car,5.0,7,116000.0,179000.0
R006458,11.8,60.0,2025-02-23 17:44:03.337967,17,6,2,21.068528632866055,105.7822432861716,20.999408793807792,105.77011422131389,rainy,8,16,51,4_seater_car,3.9,22,236000.0,388000.0
R006459,4.1,22.0,2025-03-04 10:27:43.337967,10,1,3,20.988362495527756,105.84910303544784,20.982851974750243,105.79933100801492,rainy,5,16,53,motorbike,4.1,18,41000.0,56000.0
R006460,3.3,18.0,2025-02-27 19:47:06.337967,19,3,2,20.99887067243637,105.80890820333858,21.017562124179815,105.7501861976998,sunny,6,19,64,motorbike,4.5,12,33000.0,47000.0
R006461,4.7,23.0,2025-03-10 04:36:17.337967,4,0,3,21.02544546455069,105.83165067765916,21.0617249995395,105.76569949390543,rainy,3,25,43,7_seater_car,5.0,53,141000.0,152000.0
R006462,9.4,38.0,2025-03-09 00:37:52.337967,0,6,3,21.00661204317808,105.77534377638132,21.078813083907708,105.76830288691677,sunny,4,8,47,motorbike,5.0,15,94000.0,130000.0
